campanha_mais_drastica	dia_contato	num_pagamentos_parciais_diario	vlr_saldo_devedor	juros_mes	perc_retencao	comunicacao_efetiva	mes_comunicado	dia_do_mes_comunicado	lag_1_var_agg_qtd_transacoes_sum	lag_1_var_agg_vlr_pgto_realizado_sum	lag_1_var_agg_vlr_tpv_sum	lag_1_var_agg_duracao_ciclo	lag_1_var_agg_num_pagamentos_parciais	lag_1_var_agg_campanha_mais_drastica_ciclo	lag_1_var_agg_vlr_saldo_devedor_inicial	lag_1_var_agg_vlr_saldo_devedor_final	lag_1_prazo	lag_1_juros_mes	lag_1_perc_retencao	lag_1_var_agg_duracao_ciclo_normalizado	lag_1_spread_vlr_saldo_devedor	lag_2_var_agg_qtd_transacoes_sum	lag_2_var_agg_vlr_pgto_realizado_sum	lag_2_var_agg_vlr_tpv_sum	lag_2_var_agg_duracao_ciclo	lag_2_var_agg_num_pagamentos_parciais	lag_2_var_agg_campanha_mais_drastica_ciclo	lag_2_var_agg_vlr_saldo_devedor_inicial	lag_2_var_agg_vlr_saldo_devedor_final	lag_2_prazo	lag_2_juros_mes	lag_2_perc_retencao	lag_2_var_agg_duracao_ciclo_normalizado	lag_2_spread_vlr_saldo_devedor	lag_3_var_agg_qtd_transacoes_sum	lag_3_var_agg_vlr_pgto_realizado_sum	lag_3_var_agg_vlr_tpv_sum	lag_3_var_agg_duracao_ciclo	lag_3_var_agg_num_pagamentos_parciais	lag_3_var_agg_campanha_mais_drastica_ciclo	lag_3_var_agg_vlr_saldo_devedor_inicial	lag_3_var_agg_vlr_saldo_devedor_final	lag_3_prazo	lag_3_juros_mes	lag_3_perc_retencao	lag_3_var_agg_duracao_ciclo_normalizado	lag_3_spread_vlr_saldo_devedor	tipo_empresa	estado	subsegmento
3	46	7	20575,99	0,06588	0,09672	FALSE	3	11	25	63,27	4690,95	6	1	0	-412,510000000002	20345,55	35,91	0,06588	0,09672	1	180,439999999999	18	463,67	2442,03	7	2	0	-512,170000000002	20472,24	35,91	0,06588	0,09672	1,16666666666667	207,470000000001	21	2431,77	3815,45	7	1	0	-708,800000000003	20681,29	35,91	0,06588	0,09672	1,16666666666667	219,889999999999	PJ	CE	Lazer & Turismo
1	1	1	18541,38	0,06588	0,09672	FALSE	5	3	10	863,23	2238,55	7	1	0	-63,8600000000006	18805,18	35,91	0,06588	0,09672	1,16666666666667	199,939999999999	11	222,88	1630,6	7	1	0	-1060,74	19602,12	35,91	0,06588	0,09672	1,16666666666667	0	77	2141,37	15452,0580296413	77	13	3	-1211,22	19825	35,91	0,06588	0,09672	12,8333333333333	72,4000000000015	PJ	CE	Lazer & Turismo
2	33	21	54342,55	0,06588	0,084	FALSE	1	18	43	808,64	8468	5	3	0	-1268,82	54917,11	30,78	0,06588	0,084	1,25	17,8499999999985	63	453,7	5433,5	5	3	0	-2957,05	56819,67	30,78	0,06588	0,084	1,25	232,18	109	1969,39	13320,1	14	9	0	-4422,14	58159,7	30,78	0,06588	0,084	3,5	107,119999999995	PJ	GO	Saude
1	13	4	27636,35	0,06588	0,11424	FALSE	3	1	0	374,07	0	9	6	0	-1750,63	29085,77	30,78	0,06588	0,11424	2,25	117,549999999999	0	1016,42	0	11	7	0	-2543,28	29896,48	30,78	0,06588	0,11424	2,75	135,610000000001	0	2119,62	0	17	13	0	-3092,18	30326,44	30,78	0,06588	0,11424	4,25	16,6699999999983	PJ	GO	Saude
1	16	4	2723,43	0,05988	0,156	FALSE	7	1	16	171,95	830	32	9	0	-48,1700000000001	2761,89	35,91	0,05988	0,156	5,33333333333333	18,5	11	24,87	331	8	3	0	-65,5600000000004	2786,53	35,91	0,05988	0,156	1,33333333333333	25,75	6	27,74	213	6	2	0	-83,7900000000004	2774,44	35,91	0,05988	0,156	1	-4,57000000000016	MEI	SP	Outros
1	20	4	2741,63	0,05988	0,156	FALSE	7	5	16	171,95	830	32	9	0	-48,1700000000001	2761,89	35,91	0,05988	0,156	5,33333333333333	18,5	11	24,87	331	8	3	0	-65,5600000000004	2786,53	35,91	0,05988	0,156	1,33333333333333	25,75	6	27,74	213	6	2	0	-83,7900000000004	2774,44	35,91	0,05988	0,156	1	-4,57000000000016	MEI	SP	Outros
3	48	12	2744,23	0,05988	0,216	FALSE	8	2	16	171,95	830	32	9	0	-48,1700000000001	2761,89	35,91	0,05988	0,156	5,33333333333333	18,5	11	24,87	331	8	3	0	-65,5600000000004	2786,53	35,91	0,05988	0,156	1,33333333333333	25,75	6	27,74	213	6	2	0	-83,7900000000004	2774,44	35,91	0,05988	0,156	1	-4,57000000000016	MEI	SP	Outros
1	55	13	2775,81	0,05988	0,216	FALSE	8	9	16	171,95	830	32	9	0	-48,1700000000001	2761,89	35,91	0,05988	0,156	5,33333333333333	18,5	11	24,87	331	8	3	0	-65,5600000000004	2786,53	35,91	0,05988	0,156	1,33333333333333	25,75	6	27,74	213	6	2	0	-83,7900000000004	2774,44	35,91	0,05988	0,156	1	-4,57000000000016	MEI	SP	Outros
1	16	5	2634,37	0,05988	0,24	TRUE	9	15	3	214,9	185	61	14	3	-37,6599999999999	2764,27	35,91	0,05988	0,156	10,1666666666667	69,0500000000002	16	171,95	830	32	9	0	-85,8299999999999	2761,89	35,91	0,05988	0,156	5,33333333333333	18,5	11	24,87	331	8	3	0	-103,22	2786,53	35,91	0,05988	0,156	1,33333333333333	25,75	MEI	SP	Outros
3	16	1	16207,38	0,03588	0,06	FALSE	1	8	7	103,82	1860	6	3	0	-58,0199999999986	16057,24	35,91	0,03588	0,06	1,5	28,8500000000004	14	311,02	1912	8	4	0	-602,49	16636,06	35,91	0,03588	0,06	2	63,2000000000007	28	511,24	8577	34	12	0	-711,210000000001	16816,24	35,91	0,03588	0,06	8,5	134,66	PJ	RJ	Saude
2	33	8	16131,97	0,03588	0,06	FALSE	1	25	7	103,82	1860	6	3	0	-58,0199999999986	16057,24	35,91	0,03588	0,06	1,5	28,8500000000004	14	311,02	1912	8	4	0	-602,49	16636,06	35,91	0,03588	0,06	2	63,2000000000007	28	511,24	8577	34	12	0	-711,210000000001	16816,24	35,91	0,03588	0,06	8,5	134,66	PJ	RJ	Saude
1	40	10	16112,68	0,03588	0,06	TRUE	2	1	7	103,82	1860	6	3	0	-58,0199999999986	16057,24	35,91	0,03588	0,06	1,5	28,8500000000004	14	311,02	1912	8	4	0	-602,49	16636,06	35,91	0,03588	0,06	2	63,2000000000007	28	511,24	8577	34	12	0	-711,210000000001	16816,24	35,91	0,03588	0,06	8,5	134,66	PJ	RJ	Saude
2	18	4	16105,4	0,03588	0,06	FALSE	2	22	32	635,82	8157,5	41	11	3	-48,3900000000012	16071,02	35,91	0,03588	0,06	10,25	100,65	7	103,82	1860	6	3	0	-106,41	16057,24	35,91	0,03588	0,06	1,5	28,8500000000004	14	311,02	1912	8	4	0	-650,880000000001	16636,06	35,91	0,03588	0,06	2	63,2000000000007	PJ	RJ	Saude
1	18	6	13990,93	0,03588	0,06	TRUE	7	5	12	319,72	2370	11	4	0	-127,709999999999	14083,29	35,91	0,03588	0,06	2,75	51,4700000000012	18	265,39	3220	18	8	0	-396,349999999999	14367,78	35,91	0,03588	0,06	4,5	67,3200000000015	4	121,98	900	5	2	0	-491,32	14400,92	35,91	0,03588	0,06	1,25	5,48999999999978	PJ	RJ	Saude
2	33	13	13829,54	0,03588	0,06	FALSE	8	24	0	63,94	0	5	2	0	-56,8599999999988	13744,4	35,91	0,03588	0,06	1,25	33,7700000000004	0	61,85	0	6	2	0	-164,18	13875,42	35,91	0,03588	0,06	1,5	57,4699999999994	6	238,77	1250	18	6	1	-250,34	13990,93	35,91	0,03588	0,06	4,5	86,8199999999997	PJ	RJ	Saude
2	13	1	9849,29	0,03588	0,12	FALSE	1	3	0	162,47	0	5	2	0	-1288,55	11025,46	35,91	0,03588	0,12	1,25	2,98999999999978	0	391,9	0	6	2	0	-1442,59	11198,67	35,91	0,03588	0,12	1,5	22,1599999999999	0	172,38	0	7	3	0	-1761,86	11524,25	35,91	0,03588	0,12	1,75	28,4699999999993	PJ	RJ	Saude
3	16	1	9878,36	0,03588	0,12	TRUE	1	6	0	162,47	0	5	2	0	-1288,55	11025,46	35,91	0,03588	0,12	1,25	2,98999999999978	0	391,9	0	6	2	0	-1442,59	11198,67	35,91	0,03588	0,12	1,5	22,1599999999999	0	172,38	0	7	3	0	-1761,86	11524,25	35,91	0,03588	0,12	1,75	28,4699999999993	PJ	RJ	Saude
2	11	1	5375,47	0,07188	0,192	TRUE	7	26	0	324,08	0	9	1	1	-568,59	5932,14	10,26	0,07188	0,192	2,25	91,3100000000004	0	339,61	0	7	1	0	-809,55	6152,96	10,26	0,07188	0,192	1,75	71,1700000000001	2	369,08	800	11	2	0	-4051,76	9452,13	10,26	0,07188	0,192	2,75	128,129999999999	MEI	MA	Saude
1	6	1	2954,66	0,07188	0,192	TRUE	9	20	0	359,08	0	5	1	0	-68,3299999999999	3017,79	10,26	0,07188	0,192	1,25	23,3099999999999	0	444,77	0	6	1	0	-507,7	3467,3	10,26	0,07188	0,192	1,5	33,4500000000003	0	128,12	0	7	2	0	-1638,59	4617,91	10,26	0,07188	0,192	1,75	53,1700000000001	MEI	MA	Saude
1	16	3	2691,04	0,07188	0,192	FALSE	10	12	0	94,03	0	5	1	0	-226	2894,47	10,26	0,07188	0,192	1,25	22,3499999999999	0	97,5	0	7	1	1	-280,03	2960,4	10,26	0,07188	0,192	1,75	34,25	0	359,08	0	5	1	0	-348,36	3017,79	10,26	0,07188	0,192	1,25	23,3099999999999	MEI	MA	Saude
1	18	9	5170,46	0,08388	0,108	TRUE	11	2	15	108,92	1217	11	4	0	-81,2099999999991	5263,47	25,65	0,08388	0,108	3,66666666666667	71,2400000000007	11	136,34	1064	7	3	0	-302,049999999999	5431,46	25,65	0,08388	0,108	2,33333333333333	18,3900000000003	13	229,31	998	7	4	0	-571,45	5715,13	25,65	0,08388	0,108	2,33333333333333	32,6599999999999	PJ	RJ	Outros
1	18	8	4933,98	0,08388	0,108	TRUE	12	7	26	231,84	1749	20	11	1	-253,3	5121,96	25,65	0,08388	0,108	6,66666666666667	10,9399999999996	15	108,92	1217	11	4	0	-334,509999999999	5263,47	25,65	0,08388	0,108	3,66666666666667	71,2400000000007	11	136,34	1064	7	3	0	-555,349999999999	5431,46	25,65	0,08388	0,108	2,33333333333333	18,3900000000003	PJ	RJ	Outros
1	18	5	2873,38	0,08388	0,108	FALSE	8	16	0	29,16	0	7	3	0	-67,1300000000001	2931,47	25,65	0,08388	0,108	2,33333333333333	20,6599999999999	0	118,44	0	10	3	0	-124,64	3013,04	25,65	0,08388	0,108	3,33333333333333	44,7199999999998	16	273,27	1122	42	13	0	-189,16	3063,98	25,65	0,08388	0,108	14	31,1399999999999	PJ	RJ	Outros
1	33	9	2922,92	0,08388	0,108	FALSE	8	31	0	29,16	0	7	3	0	-67,1300000000001	2931,47	25,65	0,08388	0,108	2,33333333333333	20,6599999999999	0	118,44	0	10	3	0	-124,64	3013,04	25,65	0,08388	0,108	3,33333333333333	44,7199999999998	16	273,27	1122	42	13	0	-189,16	3063,98	25,65	0,08388	0,108	14	31,1399999999999	PJ	RJ	Outros
1	6	1	2788,05	0,08388	0,168	FALSE	11	9	0	660,87	0	97	29	1	-86,8499999999999	2909	25,65	0,08388	0,108	32,3333333333333	65,3200000000002	0	29,16	0	7	3	0	-153,98	2931,47	25,65	0,08388	0,108	2,33333333333333	20,6599999999999	0	118,44	0	10	3	0	-211,49	3013,04	25,65	0,08388	0,108	3,33333333333333	44,7199999999998	PJ	RJ	Outros
1	6	1	18067,55	0,03588	0,228	FALSE	11	10	0	446,65	0	6	1	0	-277,219999999998	18346,15	25,65	0,03588	0,228	1	89,8700000000026	0	1011,7	0	41	3	0	-763,77	19065,47	25,65	0,03588	0,228	6,83333333333333	322,639999999999	0	574,45	0	22	6	0	-1173,93	19314,3	25,65	0,03588	0,228	3,66666666666667	161,309999999998	MEI	RS	Automotivo
1	2	1	17916,95	0,03588	0,228	FALSE	11	23	0	192,07	0	6	1	0	-2,77999999999884	17990,26	25,65	0,03588	0,228	1	88,119999999999	0	390,39	0	11	3	1	-79,7000000000007	18076,46	25,65	0,03588	0,228	1,83333333333333	97,3999999999978	0	446,65	0	6	1	0	-356,919999999998	18346,15	25,65	0,03588	0,228	1	89,8700000000026	MEI	RS	Automotivo
1	8	2	17973,66	0,03588	0,228	TRUE	11	29	0	192,07	0	6	1	0	-2,77999999999884	17990,26	25,65	0,03588	0,228	1	88,119999999999	0	390,39	0	11	3	1	-79,7000000000007	18076,46	25,65	0,03588	0,228	1,83333333333333	97,3999999999978	0	446,65	0	6	1	0	-356,919999999998	18346,15	25,65	0,03588	0,228	1	89,8700000000026	MEI	RS	Automotivo
2	11	1	15614,22	0,03588	0,228	TRUE	3	24	0	386,49	0	5	1	0	-79,6900000000005	15602,48	25,65	0,03588	0,228	0,833333333333333	61,1599999999999	0	271,02	0	7	1	0	-357,070000000002	15912,18	25,65	0,03588	0,228	1,16666666666667	93,4799999999996	0	144,6	0	6	1	0	-533,560000000001	16073,91	25,65	0,03588	0,228	1	78,7199999999994	MEI	RS	Automotivo
1	16	6	5771,25	0,05988	0,08568	FALSE	3	9	7	62,29	840	10	3	0	-3,39999999999964	5768,57	25,65	0,05988	0,08568	3,33333333333333	35,8999999999996	5	98,96	1044	9	3	0	-63,9199999999992	5849,52	25,65	0,05988	0,08568	3	56,3300000000008	6	68,49	1000	6	2	0	-734,889999999999	6480,68	25,65	0,05988	0,08568	2	16,5200000000004	PJ	BA	Automotivo
1	35	5	4353,11	0,05988	0,08568	FALSE	7	12	6	80,61	1995	6	3	0	-561,46	4852,21	25,65	0,05988	0,08568	2	16,21	10	138,63	1282	6	4	0	-709,020000000001	5005,7	25,65	0,05988	0,08568	2	22,1399999999994	12	92,1	1603	12	5	0	-1335,51	5648,22	25,65	0,05988	0,08568	4	38,1700000000001	PJ	BA	Automotivo
2	11	1	4290,61	0,05988	0,08568	FALSE	7	30	8	255,69	690	42	6	1	-53,0100000000002	4394,51	25,65	0,05988	0,08568	14	119,97	6	80,61	1995	6	3	0	-614,47	4852,21	25,65	0,05988	0,08568	2	16,21	10	138,63	1282	6	4	0	-762,030000000001	5005,7	25,65	0,05988	0,08568	2	22,1399999999994	PJ	BA	Automotivo
3	16	1	4325,56	0,05988	0,08568	FALSE	8	4	8	255,69	690	42	6	1	-53,0100000000002	4394,51	25,65	0,05988	0,08568	14	119,97	6	80,61	1995	6	3	0	-614,47	4852,21	25,65	0,05988	0,08568	2	16,21	10	138,63	1282	6	4	0	-762,030000000001	5005,7	25,65	0,05988	0,08568	2	22,1399999999994	PJ	BA	Automotivo
1	28	2	4328,25	0,05988	0,08568	TRUE	8	16	8	255,69	690	42	6	1	-53,0100000000002	4394,51	25,65	0,05988	0,08568	14	119,97	6	80,61	1995	6	3	0	-614,47	4852,21	25,65	0,05988	0,08568	2	16,21	10	138,63	1282	6	4	0	-762,030000000001	5005,7	25,65	0,05988	0,08568	2	22,1399999999994	PJ	BA	Automotivo
2	31	3	4345,9	0,05988	0,08568	TRUE	8	19	8	255,69	690	42	6	1	-53,0100000000002	4394,51	25,65	0,05988	0,08568	14	119,97	6	80,61	1995	6	3	0	-614,47	4852,21	25,65	0,05988	0,08568	2	16,21	10	138,63	1282	6	4	0	-762,030000000001	5005,7	25,65	0,05988	0,08568	2	22,1399999999994	PJ	BA	Automotivo
1	1	1	1928,01	0,04788	0,06	FALSE	7	19	0	29,34	0	7	1	0	-4,33999999999992	1947,52	25,65	0,04788	0,06	1	15,1700000000001	0	29,79	0	7	1	0	-25,77	1969,13	25,65	0,04788	0,06	1	15,3500000000001	9	25,31	360	7	1	0	-37,53	1980,98	25,65	0,04788	0,06	1	15,4400000000001	MEI	SC	Lojas Diversas
1	8	2	1932,45	0,04788	0,06	FALSE	7	26	0	29,34	0	7	1	0	-4,33999999999992	1947,52	25,65	0,04788	0,06	1	15,1700000000001	0	29,79	0	7	1	0	-25,77	1969,13	25,65	0,04788	0,06	1	15,3500000000001	9	25,31	360	7	1	0	-37,53	1980,98	25,65	0,04788	0,06	1	15,4400000000001	MEI	SC	Lojas Diversas
1	16	3	1939,24	0,04788	0,06	FALSE	8	3	0	29,34	0	7	1	0	-4,33999999999992	1947,52	25,65	0,04788	0,06	1	15,1700000000001	0	29,79	0	7	1	0	-25,77	1969,13	25,65	0,04788	0,06	1	15,3500000000001	9	25,31	360	7	1	0	-37,53	1980,98	25,65	0,04788	0,06	1	15,4400000000001	MEI	SC	Lojas Diversas
1	22	4	1951,62	0,04788	0,06	FALSE	8	9	0	29,34	0	7	1	0	-4,33999999999992	1947,52	25,65	0,04788	0,06	1	15,1700000000001	0	29,79	0	7	1	0	-25,77	1969,13	25,65	0,04788	0,06	1	15,3500000000001	9	25,31	360	7	1	0	-37,53	1980,98	25,65	0,04788	0,06	1	15,4400000000001	MEI	SC	Lojas Diversas
1	29	5	1961,73	0,04788	0,06	FALSE	8	16	0	29,34	0	7	1	0	-4,33999999999992	1947,52	25,65	0,04788	0,06	1	15,1700000000001	0	29,79	0	7	1	0	-25,77	1969,13	25,65	0,04788	0,06	1	15,3500000000001	9	25,31	360	7	1	0	-37,53	1980,98	25,65	0,04788	0,06	1	15,4400000000001	MEI	SC	Lojas Diversas
2	31	5	1966,84	0,04788	0,06	FALSE	8	18	0	29,34	0	7	1	0	-4,33999999999992	1947,52	25,65	0,04788	0,06	1	15,1700000000001	0	29,79	0	7	1	0	-25,77	1969,13	25,65	0,04788	0,06	1	15,3500000000001	9	25,31	360	7	1	0	-37,53	1980,98	25,65	0,04788	0,06	1	15,4400000000001	MEI	SC	Lojas Diversas
2	33	19	13154,41	0,07188	0,12	FALSE	10	19	20	197,85	1394	5	3	0	-931,42	13918,78	25,65	0,07188	0,12	1,66666666666667	85,2399999999998	16	110,98	1011	5	3	0	-5362,36	18343,22	25,65	0,07188	0,17244	1,66666666666667	78,7400000000016	24	279,59	2730	10	6	0	-5731,46	18748,66	25,65	0,07188	0,17244	3,33333333333333	115,079999999998	MEI	SP	Automotivo
1	16	9	5038,96	0,07188	0,12	TRUE	4	7	13	102,51	1158	6	4	0	-919,400000000001	5972,91	25,65	0,07188	0,12	2	23,7299999999996	38	111,92	6041	5	1	0	-2863,39	7954,63	25,65	0,07188	0,12	1,66666666666667	61,46	26	233,03	1887	7	5	0	-7870,39	12925,51	25,65	0,07188	0,12	2,33333333333333	25,3400000000002	MEI	SP	Automotivo
2	33	9	4328,01	0,07188	0,12	FALSE	6	14	44	256,83	1470,78	20	10	1	-799,45	5072,37	25,65	0,07188	0,12	6,66666666666667	42,5900000000001	13	102,51	1158	6	4	0	-1718,85	5972,91	25,65	0,07188	0,12	2	23,7299999999996	38	111,92	6041	5	1	0	-3662,84	7954,63	25,65	0,07188	0,12	1,66666666666667	61,46	MEI	SP	Automotivo
1	55	16	4384,42	0,07188	0,12	FALSE	7	6	44	256,83	1470,78	20	10	1	-799,45	5072,37	25,65	0,07188	0,12	6,66666666666667	42,5900000000001	13	102,51	1158	6	4	0	-1718,85	5972,91	25,65	0,07188	0,12	2	23,7299999999996	38	111,92	6041	5	1	0	-3662,84	7954,63	25,65	0,07188	0,12	1,66666666666667	61,46	MEI	SP	Automotivo
1	16	11	19567,44	0,07188	0,17508	FALSE	5	20	83	803,56	8333,4	7	4	0	-1735,89	21407,81	25,65	0,07188	0,17508	2,33333333333333	200	80	798,84	1723,5	7	5	0	-2595,05	22254,3	25,65	0,07188	0,17508	2,33333333333333	187,329999999998	66	257,01	3329,25	7	4	0	-3093,24	22744,81	25,65	0,07188	0,17508	2,33333333333333	179,650000000001	PJ	GO	Supermercados
2	31	22	19695,06	0,07188	0,17508	TRUE	6	4	83	803,56	8333,4	7	4	0	-1735,89	21407,81	25,65	0,07188	0,17508	2,33333333333333	200	80	798,84	1723,5	7	5	0	-2595,05	22254,3	25,65	0,07188	0,17508	2,33333333333333	187,329999999998	66	257,01	3329,25	7	4	0	-3093,24	22744,81	25,65	0,07188	0,17508	2,33333333333333	179,650000000001	PJ	GO	Supermercados
1	8	1	28065,49	0,03588	0,06	TRUE	9	7	4	217,97	3740	6	1	0	-126,27	28137,31	25,65	0,03588	0,06	1,5	137,82	4	272,25	3329,9	5	2	0	-268,25	28189,76	25,65	0,03588	0,06	1,25	48,2899999999972	1	187,43	1000	5	1	0	-7871,41	35885,32	25,65	0,03588	0,18	1,25	140,690000000002	PJ	PR	Lojas Diversas
1	16	3	10445,57	0,05988	0,18	FALSE	12	24	0	178,15	0	7	1	0	-181,799999999999	10569,6	25,65	0,05988	0,18	1,4	105,02	0	163,24	0	7	1	0	-236,709999999999	10625,05	25,65	0,05988	0,18	1,4	105,56	0	63,37	0	5	1	0	-311,42	10664,96	25,65	0,05988	0,18	1	70,7599999999984	PJ	ES	Alimentacao Rapida
2	33	5	10553,95	0,05988	0,18	FALSE	1	10	0	178,15	0	7	1	0	-181,799999999999	10569,6	25,65	0,05988	0,18	1,4	105,02	0	163,24	0	7	1	0	-236,709999999999	10625,05	25,65	0,05988	0,18	1,4	105,56	0	63,37	0	5	1	0	-311,42	10664,96	25,65	0,05988	0,18	1	70,7599999999984	PJ	ES	Alimentacao Rapida
1	40	6	10611,61	0,05988	0,18	FALSE	1	17	0	178,15	0	7	1	0	-181,799999999999	10569,6	25,65	0,05988	0,18	1,4	105,02	0	163,24	0	7	1	0	-236,709999999999	10625,05	25,65	0,05988	0,18	1,4	105,56	0	63,37	0	5	1	0	-311,42	10664,96	25,65	0,05988	0,18	1	70,7599999999984	PJ	ES	Alimentacao Rapida
3	48	8	10445,18	0,05988	0,18	FALSE	1	25	0	178,15	0	7	1	0	-181,799999999999	10569,6	25,65	0,05988	0,18	1,4	105,02	0	163,24	0	7	1	0	-236,709999999999	10625,05	25,65	0,05988	0,18	1,4	105,56	0	63,37	0	5	1	0	-311,42	10664,96	25,65	0,05988	0,18	1	70,7599999999984	PJ	ES	Alimentacao Rapida
1	54	9	10483,05	0,05988	0,18	FALSE	1	31	0	178,15	0	7	1	0	-181,799999999999	10569,6	25,65	0,05988	0,18	1,4	105,02	0	163,24	0	7	1	0	-236,709999999999	10625,05	25,65	0,05988	0,18	1,4	105,56	0	63,37	0	5	1	0	-311,42	10664,96	25,65	0,05988	0,18	1	70,7599999999984	PJ	ES	Alimentacao Rapida
1	16	2	10196,95	0,05988	0,18	FALSE	3	17	0	132,32	0	7	1	0	-44,460000000001	10251,71	25,65	0,05988	0,18	1,4	99,369999999999	0	211,82	0	7	1	0	-60,5799999999999	10267,99	25,65	0,05988	0,18	1,4	99,5300000000007	0	135,31	0	7	1	0	-153,860000000001	10363,46	25,65	0,05988	0,18	1,4	101,719999999999	PJ	ES	Alimentacao Rapida
1	27	3	10298	0,05988	0,18	FALSE	3	28	0	132,32	0	7	1	0	-44,460000000001	10251,71	25,65	0,05988	0,18	1,4	99,369999999999	0	211,82	0	7	1	0	-60,5799999999999	10267,99	25,65	0,05988	0,18	1,4	99,5300000000007	0	135,31	0	7	1	0	-153,860000000001	10363,46	25,65	0,05988	0,18	1,4	101,719999999999	PJ	ES	Alimentacao Rapida
2	31	4	10180,72	0,05988	0,18	TRUE	4	1	0	132,32	0	7	1	0	-44,460000000001	10251,71	25,65	0,05988	0,18	1,4	99,369999999999	0	211,82	0	7	1	0	-60,5799999999999	10267,99	25,65	0,05988	0,18	1,4	99,5300000000007	0	135,31	0	7	1	0	-153,860000000001	10363,46	25,65	0,05988	0,18	1,4	101,719999999999	PJ	ES	Alimentacao Rapida
1	15	4	28495,61	0,07188	0,15924	FALSE	3	15	11	343,13	1475	5	3	0	-370,060000000001	28366,64	25,65	0,07188	0,15924	1,66666666666667	179,669999999998	43	879,66	5275	20	9	1	-397,349999999999	28435,3	25,65	0,07188	0,15924	6,66666666666667	221,040000000001	14	263,42	2335	6	2	0	-629,209999999999	28619,91	25,65	0,07188	0,15924	2	173,790000000001	PJ	SP	Vestuario
2	18	4	28661,87	0,07188	0,15924	FALSE	3	18	11	343,13	1475	5	3	0	-370,060000000001	28366,64	25,65	0,07188	0,15924	1,66666666666667	179,669999999998	43	879,66	5275	20	9	1	-397,349999999999	28435,3	25,65	0,07188	0,15924	6,66666666666667	221,040000000001	14	263,42	2335	6	2	0	-629,209999999999	28619,91	25,65	0,07188	0,15924	2	173,790000000001	PJ	SP	Vestuario
1	22	5	30925,32	0,05988	0,12	FALSE	3	15	40	97,98	2241,1	5	1	0	-260,019999999997	30523,96	30,78	0,05988	0,12	1,66666666666667	197,540000000001	38	512,83	2445,83	7	4	0	-360,5	30637,59	30,78	0,05988	0,12	2,33333333333333	210,689999999999	60	535,57	3696,6	7	5	0	-578,989999999998	30802,97	30,78	0,05988	0,12	2,33333333333333	157,580000000002	PJ	SP	Alimentacao Rapida
1	29	6	31246,11	0,05988	0,12	FALSE	3	22	40	97,98	2241,1	5	1	0	-260,019999999997	30523,96	30,78	0,05988	0,12	1,66666666666667	197,540000000001	38	512,83	2445,83	7	4	0	-360,5	30637,59	30,78	0,05988	0,12	2,33333333333333	210,689999999999	60	535,57	3696,6	7	5	0	-578,989999999998	30802,97	30,78	0,05988	0,12	2,33333333333333	157,580000000002	PJ	SP	Alimentacao Rapida
2	31	6	31347,72	0,05988	0,12	FALSE	3	24	40	97,98	2241,1	5	1	0	-260,019999999997	30523,96	30,78	0,05988	0,12	1,66666666666667	197,540000000001	38	512,83	2445,83	7	4	0	-360,5	30637,59	30,78	0,05988	0,12	2,33333333333333	210,689999999999	60	535,57	3696,6	7	5	0	-578,989999999998	30802,97	30,78	0,05988	0,12	2,33333333333333	157,580000000002	PJ	SP	Alimentacao Rapida
1	1	1	24629,47	0,05988	0,06	FALSE	11	10	35	376,82	7298,66	6	1	0	-353,34	25186,38	25,65	0,05988	0,06	1	203,57	30	372,13	6023,31	8	2	0	-423,84	25318,5	25,65	0,05988	0,06	1,33333333333333	265,189999999999	27	699,65	4284,62	7	1	0	-487,969999999998	25363,25	25,65	0,05988	0,06	1,16666666666667	245,810000000001	PJ	RJ	Alimentacao Rapida
1	2	1	24645,85	0,05988	0,06	FALSE	11	17	21	40,44	3175,37	6	1	1	-23,5800000000017	24830,17	25,65	0,05988	0,06	1	200,699999999997	35	376,82	7298,66	6	1	0	-376,920000000002	25186,38	25,65	0,05988	0,06	1	203,57	30	372,13	6023,31	8	2	0	-447,420000000002	25318,5	25,65	0,05988	0,06	1,33333333333333	265,189999999999	PJ	RJ	Alimentacao Rapida
1	1	1	22249,29	0,05988	0,06	FALSE	1	18	50	517,98	8525,34	7	1	0	-444,700000000001	22916,09	25,65	0,05988	0,06	1,16666666666667	222,099999999999	34	64,72	6230,46	5	1	0	-775,059999999998	23174,33	25,65	0,05988	0,06	0,833333333333333	149,980000000003	39	556,26	7445,2	14	3	0	-865,860000000001	23336,37	25,65	0,05988	0,06	2,33333333333333	221,219999999998	PJ	RJ	Alimentacao Rapida
1	16	2	21358,02	0,05988	0,06	TRUE	2	16	65	68,91	10636,38	6	2	0	-657,719999999998	21909,55	25,65	0,05988	0,06	1	176,950000000001	53	704,02	8998,24	7	1	1	-1174,41	22467,04	25,65	0,05988	0,06	1,16666666666667	217,75	50	517,98	8525,34	7	1	0	-1619,11	22916,09	25,65	0,05988	0,06	1,16666666666667	222,099999999999	PJ	RJ	Alimentacao Rapida
